name,label,system_id,description,distance_from_tank,sample_type
CCP_138574005_DST,Water system 348 – Distribution tap / outlet,138574005,Distribution point critical control point,very_close,tap
CCP_138574006_SRC,Water system 349 – Water source / HP outlet,138574006,Water source critical control point,close,source
CCP_138574006_DST,Water system 349 – Distribution tap / outlet,138574006,Distribution point critical control point,medium,tap
CCP_138574007_SRC,Water system 350 – Water source / HP outlet,138574007,Water source critical control point,far,source
CCP_138574007_DST,Water system 350 – Distribution tap / outlet,138574007,Distribution point critical control point,unknown,tap
CCP_138574008_SRC,Water system 351 – Water source / HP outlet,138574008,Water source critical control point,very_close,source
CCP_138574008_DST,Water system 351 – Distribution tap / outlet,138574008,Distribution point critical control point,close,tap
CCP_138574009_SRC,Water system 352 – Water source / HP outlet,138574009,Water source critical control point,medium,source
CCP_138574009_DST,Water system 352 – Distribution tap / outlet,138574009,Distribution point critical control point,far,tap
CCP_138574010_SRC,Water system 353 – Water source / HP outlet,138574010,Water source critical control point,unknown,source
CCP_138574010_DST,Water system 353 – Distribution tap / outlet,138574010,Distribution point critical control point,very_close,tap
CCP_138574011_SRC,Water system 354 – Water source / HP outlet,138574011,Water source critical control point,close,source
CCP_138574011_DST,Water system 354 – Distribution tap / outlet,138574011,Distribution point critical control point,medium,tap
CCP_138574012_SRC,Water system 355 – Water source / HP outlet,138574012,Water source critical control point,far,source
CCP_138574012_DST,Water system 355 – Distribution tap / outlet,138574012,Distribution point critical control point,unknown,tap
CCP_138574013_SRC,Water system 356 – Water source / HP outlet,138574013,Water source critical control point,very_close,source
CCP_138574013_DST,Water system 356 – Distribution tap / outlet,138574013,Distribution point critical control point,close,tap
CCP_138574014_SRC,Water system 357 – Water source / HP outlet,138574014,Water source critical control point,medium,source
CCP_138574014_DST,Water system 357 – Distribution tap / outlet,138574014,Distribution point critical control point,far,tap
CCP_138574015_SRC,Water system 358 – Water source / HP outlet,138574015,Water source critical control point,unknown,source
CCP_138574015_DST,Water system 358 – Distribution tap / outlet,138574015,Distribution point critical control point,very_close,tap
CCP_138574016_SRC,Water system 359 – Water source / HP outlet,138574016,Water source critical control point,close,source
CCP_138574016_DST,Water system 359 – Distribution tap / outlet,138574016,Distribution point critical control point,medium,tap
CCP_138574017_SRC,Water system 360 – Water source / HP outlet,138574017,Water source critical control point,far,source
CCP_138574017_DST,Water system 360 – Distribution tap / outlet,138574017,Distribution point critical control point,unknown,tap
CCP_138574018_SRC,Water system 361 – Water source / HP outlet,138574018,Water source critical control point,very_close,source
CCP_138574018_DST,Water system 361 – Distribution tap / outlet,138574018,Distribution point critical control point,close,tap
CCP_138574019_SRC,Water system 362 – Water source / HP outlet,138574019,Water source critical control point,medium,source
CCP_138574019_DST,Water system 362 – Distribution tap / outlet,138574019,Distribution point critical control point,far,tap
CCP_138574020_SRC,Water system 363 – Water source / HP outlet,138574020,Water source critical control point,unknown,source
CCP_138574020_DST,Water system 363 – Distribution tap / outlet,138574020,Distribution point critical control point,very_close,tap
CCP_138574021_SRC,Water system 364 – Water source / HP outlet,138574021,Water source critical control point,close,source
CCP_138574021_DST,Water system 364 – Distribution tap / outlet,138574021,Distribution point critical control point,medium,tap
CCP_138574022_SRC,Water system 365 – Water source / HP outlet,138574022,Water source critical control point,far,source
CCP_138574022_DST,Water system 365 – Distribution tap / outlet,138574022,Distribution point critical control point,unknown,tap
CCP_138574023_SRC,Water system 366 – Water source / HP outlet,138574023,Water source critical control point,very_close,source
CCP_138574023_DST,Water system 366 – Distribution tap / outlet,138574023,Distribution point critical control point,close,tap
CCP_138574024_SRC,Water system 367 – Water source / HP outlet,138574024,Water source critical control point,medium,source
CCP_138574024_DST,Water system 367 – Distribution tap / outlet,138574024,Distribution point critical control point,far,tap
CCP_138574025_SRC,Water system 368 – Water source / HP outlet,138574025,Water source critical control point,unknown,source
CCP_138574025_DST,Water system 368 – Distribution tap / outlet,138574025,Distribution point critical control point,very_close,tap
CCP_138574026_SRC,Water system 369 – Water source / HP outlet,138574026,Water source critical control point,close,source
CCP_138574026_DST,Water system 369 – Distribution tap / outlet,138574026,Distribution point critical control point,medium,tap
CCP_138574027_SRC,Water system 370 – Water source / HP outlet,138574027,Water source critical control point,far,source
CCP_138574027_DST,Water system 370 – Distribution tap / outlet,138574027,Distribution point critical control point,unknown,tap
CCP_138574028_SRC,Water system 371 – Water source / HP outlet,138574028,Water source critical control point,very_close,source
CCP_138574028_DST,Water system 371 – Distribution tap / outlet,138574028,Distribution point critical control point,close,tap
CCP_138574029_SRC,Water system 372 – Water source / HP outlet,138574029,Water source critical control point,medium,source
CCP_138574029_DST,Water system 372 – Distribution tap / outlet,138574029,Distribution point critical control point,far,tap
CCP_138574030_SRC,Water system 373 – Water source / HP outlet,138574030,Water source critical control point,unknown,source
CCP_138574030_DST,Water system 373 – Distribution tap / outlet,138574030,Distribution point critical control point,very_close,tap
CCP_138574031_SRC,Water system 374 – Water source / HP outlet,138574031,Water source critical control point,close,source
CCP_138574031_DST,Water system 374 – Distribution tap / outlet,138574031,Distribution point critical control point,medium,tap
CCP_138574032_SRC,Water system 375 – Water source / HP outlet,138574032,Water source critical control point,far,source
CCP_138574032_DST,Water system 375 – Distribution tap / outlet,138574032,Distribution point critical control point,unknown,tap
CCP_138574033_SRC,Water system 376 – Water source / HP outlet,138574033,Water source critical control point,very_close,source
CCP_138574033_DST,Water system 376 – Distribution tap / outlet,138574033,Distribution point critical control point,close,tap
CCP_138574034_SRC,Water system 377 – Water source / HP outlet,138574034,Water source critical control point,medium,source
CCP_138574034_DST,Water system 377 – Distribution tap / outlet,138574034,Distribution point critical control point,far,tap
CCP_138574035_SRC,Water system 378 – Water source / HP outlet,138574035,Water source critical control point,unknown,source
CCP_138574035_DST,Water system 378 – Distribution tap / outlet,138574035,Distribution point critical control point,very_close,tap
CCP_138574036_SRC,Water system 379 – Water source / HP outlet,138574036,Water source critical control point,close,source
CCP_138574036_DST,Water system 379 – Distribution tap / outlet,138574036,Distribution point critical control point,medium,tap
CCP_138574037_SRC,Water system 380 – Water source / HP outlet,138574037,Water source critical control point,far,source
CCP_138574037_DST,Water system 380 – Distribution tap / outlet,138574037,Distribution point critical control point,unknown,tap
CCP_138574038_SRC,Water system 381 – Water source / HP outlet,138574038,Water source critical control point,very_close,source
CCP_138574038_DST,Water system 381 – Distribution tap / outlet,138574038,Distribution point critical control point,close,tap
CCP_138574039_SRC,Water system 382 – Water source / HP outlet,138574039,Water source critical control point,medium,source
CCP_138574039_DST,Water system 382 – Distribution tap / outlet,138574039,Distribution point critical control point,far,tap
CCP_138574040_SRC,Water system 383 – Water source / HP outlet,138574040,Water source critical control point,unknown,source
CCP_138574040_DST,Water system 383 – Distribution tap / outlet,138574040,Distribution point critical control point,very_close,tap
CCP_138574041_SRC,Water system 384 – Water source / HP outlet,138574041,Water source critical control point,close,source
CCP_138574041_DST,Water system 384 – Distribution tap / outlet,138574041,Distribution point critical control point,medium,tap
CCP_138574042_SRC,Water system 385 – Water source / HP outlet,138574042,Water source critical control point,far,source
CCP_138574042_DST,Water system 385 – Distribution tap / outlet,138574042,Distribution point critical control point,unknown,tap
CCP_138574043_SRC,Water system 386 – Water source / HP outlet,138574043,Water source critical control point,very_close,source
CCP_138574043_DST,Water system 386 – Distribution tap / outlet,138574043,Distribution point critical control point,close,tap
CCP_138574044_SRC,Water system 387 – Water source / HP outlet,138574044,Water source critical control point,medium,source
CCP_138574044_DST,Water system 387 – Distribution tap / outlet,138574044,Distribution point critical control point,far,tap
CCP_138574045_SRC,Water system 388 – Water source / HP outlet,138574045,Water source critical control point,unknown,source
CCP_138574045_DST,Water system 388 – Distribution tap / outlet,138574045,Distribution point critical control point,very_close,tap
CCP_138574046_SRC,Water system 389 – Water source / HP outlet,138574046,Water source critical control point,close,source
CCP_138574046_DST,Water system 389 – Distribution tap / outlet,138574046,Distribution point critical control point,medium,tap
CCP_138574047_SRC,Water system 390 – Water source / HP outlet,138574047,Water source critical control point,far,source
CCP_138574047_DST,Water system 390 – Distribution tap / outlet,138574047,Distribution point critical control point,unknown,tap
CCP_138574048_SRC,Water system 391 – Water source / HP outlet,138574048,Water source critical control point,very_close,source
CCP_138574048_DST,Water system 391 – Distribution tap / outlet,138574048,Distribution point critical control point,close,tap
CCP_138574049_SRC,Water system 392 – Water source / HP outlet,138574049,Water source critical control point,medium,source
CCP_138574049_DST,Water system 392 – Distribution tap / outlet,138574049,Distribution point critical control point,far,tap
CCP_138574050_SRC,Water system 393 – Water source / HP outlet,138574050,Water source critical control point,unknown,source
CCP_138574050_DST,Water system 393 – Distribution tap / outlet,138574050,Distribution point critical control point,very_close,tap
CCP_138574051_SRC,Water system 394 – Water source / HP outlet,138574051,Water source critical control point,close,source
CCP_138574051_DST,Water system 394 – Distribution tap / outlet,138574051,Distribution point critical control point,medium,tap
CCP_138574052_SRC,Water system 395 – Water source / HP outlet,138574052,Water source critical control point,far,source
CCP_138574052_DST,Water system 395 – Distribution tap / outlet,138574052,Distribution point critical control point,unknown,tap
CCP_138574053_SRC,Water system 396 – Water source / HP outlet,138574053,Water source critical control point,very_close,source
CCP_138574053_DST,Water system 396 – Distribution tap / outlet,138574053,Distribution point critical control point,close,tap
CCP_138574054_SRC,Water system 397 – Water source / HP outlet,138574054,Water source critical control point,medium,source
CCP_138574054_DST,Water system 397 – Distribution tap / outlet,138574054,Distribution point critical control point,far,tap
CCP_138574055_SRC,Water system 398 – Water source / HP outlet,138574055,Water source critical control point,unknown,source
CCP_138574055_DST,Water system 398 – Distribution tap / outlet,138574055,Distribution point critical control point,very_close,tap
CCP_138574056_SRC,Water system 399 – Water source / HP outlet,138574056,Water source critical control point,close,source
CCP_138574056_DST,Water system 399 – Distribution tap / outlet,138574056,Distribution point critical control point,medium,tap
CCP_138574057_SRC,Water system 400 – Water source / HP outlet,138574057,Water source critical control point,far,source
CCP_138574057_DST,Water system 400 – Distribution tap / outlet,138574057,Distribution point critical control point,unknown,tap
CCP_138574058_SRC,Water system 401 – Water source / HP outlet,138574058,Water source critical control point,very_close,source
CCP_138574058_DST,Water system 401 – Distribution tap / outlet,138574058,Distribution point critical control point,close,tap
CCP_138574059_SRC,Water system 402 – Water source / HP outlet,138574059,Water source critical control point,medium,source
CCP_138574059_DST,Water system 402 – Distribution tap / outlet,138574059,Distribution point critical control point,far,tap
CCP_138574060_SRC,Water system 403 – Water source / HP outlet,138574060,Water source critical control point,unknown,source
CCP_138574060_DST,Water system 403 – Distribution tap / outlet,138574060,Distribution point critical control point,very_close,tap
CCP_138574061_SRC,Water system 404 – Water source / HP outlet,138574061,Water source critical control point,close,source
CCP_138574061_DST,Water system 404 – Distribution tap / outlet,138574061,Distribution point critical control point,medium,tap
CCP_138574062_SRC,Water system 405 – Water source / HP outlet,138574062,Water source critical control point,far,source
CCP_138574062_DST,Water system 405 – Distribution tap / outlet,138574062,Distribution point critical control point,unknown,tap
CCP_138574063_SRC,Water system 406 – Water source / HP outlet,138574063,Water source critical control point,very_close,source
CCP_138574063_DST,Water system 406 – Distribution tap / outlet,138574063,Distribution point critical control point,close,tap
CCP_138574064_SRC,Water system 407 – Water source / HP outlet,138574064,Water source critical control point,medium,source
CCP_138574064_DST,Water system 407 – Distribution tap / outlet,138574064,Distribution point critical control point,far,tap
CCP_138574065_SRC,Water system 408 – Water source / HP outlet,138574065,Water source critical control point,unknown,source
CCP_138574065_DST,Water system 408 – Distribution tap / outlet,138574065,Distribution point critical control point,very_close,tap
CCP_138574066_SRC,Water system 409 – Water source / HP outlet,138574066,Water source critical control point,close,source
CCP_138574066_DST,Water system 409 – Distribution tap / outlet,138574066,Distribution point critical control point,medium,tap
CCP_138574067_SRC,Water system 410 – Water source / HP outlet,138574067,Water source critical control point,far,source
CCP_138574067_DST,Water system 410 – Distribution tap / outlet,138574067,Distribution point critical control point,unknown,tap
CCP_138574068_SRC,Water system 411 – Water source / HP outlet,138574068,Water source critical control point,very_close,source
CCP_138574068_DST,Water system 411 – Distribution tap / outlet,138574068,Distribution point critical control point,close,tap
CCP_138574069_SRC,Water system 412 – Water source / HP outlet,138574069,Water source critical control point,medium,source
CCP_138574069_DST,Water system 412 – Distribution tap / outlet,138574069,Distribution point critical control point,far,tap
CCP_138574070_SRC,Water system 413 – Water source / HP outlet,138574070,Water source critical control point,unknown,source
CCP_138574070_DST,Water system 413 – Distribution tap / outlet,138574070,Distribution point critical control point,very_close,tap
CCP_138574071_SRC,Water system 414 – Water source / HP outlet,138574071,Water source critical control point,close,source
CCP_138574071_DST,Water system 414 – Distribution tap / outlet,138574071,Distribution point critical control point,medium,tap
CCP_138574072_SRC,Water system 415 – Water source / HP outlet,138574072,Water source critical control point,far,source
CCP_138574072_DST,Water system 415 – Distribution tap / outlet,138574072,Distribution point critical control point,unknown,tap
CCP_138574073_SRC,Water system 416 – Water source / HP outlet,138574073,Water source critical control point,very_close,source
CCP_138574073_DST,Water system 416 – Distribution tap / outlet,138574073,Distribution point critical control point,close,tap
CCP_138574074_SRC,Water system 417 – Water source / HP outlet,138574074,Water source critical control point,medium,source
CCP_138574074_DST,Water system 417 – Distribution tap / outlet,138574074,Distribution point critical control point,far,tap
CCP_138574075_SRC,Water system 418 – Water source / HP outlet,138574075,Water source critical control point,unknown,source
CCP_138574075_DST,Water system 418 – Distribution tap / outlet,138574075,Distribution point critical control point,very_close,tap
CCP_138574076_SRC,Water system 419 – Water source / HP outlet,138574076,Water source critical control point,close,source
CCP_138574076_DST,Water system 419 – Distribution tap / outlet,138574076,Distribution point critical control point,medium,tap
CCP_138574077_SRC,Water system 420 – Water source / HP outlet,138574077,Water source critical control point,far,source
CCP_138574077_DST,Water system 420 – Distribution tap / outlet,138574077,Distribution point critical control point,unknown,tap
CCP_138574078_SRC,Water system 421 – Water source / HP outlet,138574078,Water source critical control point,very_close,source
CCP_138574078_DST,Water system 421 – Distribution tap / outlet,138574078,Distribution point critical control point,close,tap
CCP_138574079_SRC,Water system 422 – Water source / HP outlet,138574079,Water source critical control point,medium,source
CCP_138574079_DST,Water system 422 – Distribution tap / outlet,138574079,Distribution point critical control point,far,tap
CCP_138574080_SRC,Water system 423 – Water source / HP outlet,138574080,Water source critical control point,unknown,source
CCP_138574080_DST,Water system 423 – Distribution tap / outlet,138574080,Distribution point critical control point,very_close,tap
CCP_138574081_SRC,Water system 424 – Water source / HP outlet,138574081,Water source critical control point,close,source
CCP_138574081_DST,Water system 424 – Distribution tap / outlet,138574081,Distribution point critical control point,medium,tap
CCP_138574082_SRC,Water system 425 – Water source / HP outlet,138574082,Water source critical control point,far,source
CCP_138574082_DST,Water system 425 – Distribution tap / outlet,138574082,Distribution point critical control point,unknown,tap
CCP_138574083_SRC,Water system 426 – Water source / HP outlet,138574083,Water source critical control point,very_close,source
CCP_138574083_DST,Water system 426 – Distribution tap / outlet,138574083,Distribution point critical control point,close,tap
CCP_138574084_SRC,Water system 427 – Water source / HP outlet,138574084,Water source critical control point,medium,source
CCP_138574084_DST,Water system 427 – Distribution tap / outlet,138574084,Distribution point critical control point,far,tap
CCP_138574085_SRC,Water system 428 – Water source / HP outlet,138574085,Water source critical control point,unknown,source
CCP_138574085_DST,Water system 428 – Distribution tap / outlet,138574085,Distribution point critical control point,very_close,tap
CCP_138574086_SRC,Water system 429 – Water source / HP outlet,138574086,Water source critical control point,close,source
CCP_138574086_DST,Water system 429 – Distribution tap / outlet,138574086,Distribution point critical control point,medium,tap
CCP_138574087_SRC,Water system 430 – Water source / HP outlet,138574087,Water source critical control point,far,source
CCP_138574087_DST,Water system 430 – Distribution tap / outlet,138574087,Distribution point critical control point,unknown,tap
CCP_138574088_SRC,Water system 431 – Water source / HP outlet,138574088,Water source critical control point,very_close,source
CCP_138574088_DST,Water system 431 – Distribution tap / outlet,138574088,Distribution point critical control point,close,tap
CCP_138574089_SRC,Water system 432 – Water source / HP outlet,138574089,Water source critical control point,medium,source
CCP_138574089_DST,Water system 432 – Distribution tap / outlet,138574089,Distribution point critical control point,far,tap
CCP_138574090_SRC,Water system 433 – Water source / HP outlet,138574090,Water source critical control point,unknown,source
CCP_138574090_DST,Water system 433 – Distribution tap / outlet,138574090,Distribution point critical control point,very_close,tap
CCP_138574091_SRC,Water system 434 – Water source / HP outlet,138574091,Water source critical control point,close,source
CCP_138574091_DST,Water system 434 – Distribution tap / outlet,138574091,Distribution point critical control point,medium,tap
CCP_138574092_SRC,Water system 435 – Water source / HP outlet,138574092,Water source critical control point,far,source
CCP_138574092_DST,Water system 435 – Distribution tap / outlet,138574092,Distribution point critical control point,unknown,tap
CCP_138574093_SRC,Water system 436 – Water source / HP outlet,138574093,Water source critical control point,very_close,source
CCP_138574093_DST,Water system 436 – Distribution tap / outlet,138574093,Distribution point critical control point,close,tap
CCP_138574094_SRC,Water system 437 – Water source / HP outlet,138574094,Water source critical control point,medium,source
CCP_138574094_DST,Water system 437 – Distribution tap / outlet,138574094,Distribution point critical control point,far,tap
CCP_138574095_SRC,Water system 438 – Water source / HP outlet,138574095,Water source critical control point,unknown,source
CCP_138574095_DST,Water system 438 – Distribution tap / outlet,138574095,Distribution point critical control point,very_close,tap
CCP_138574096_SRC,Water system 439 – Water source / HP outlet,138574096,Water source critical control point,close,source
CCP_138574096_DST,Water system 439 – Distribution tap / outlet,138574096,Distribution point critical control point,medium,tap
CCP_138574097_SRC,Water system 440 – Water source / HP outlet,138574097,Water source critical control point,far,source
CCP_138574097_DST,Water system 440 – Distribution tap / outlet,138574097,Distribution point critical control point,unknown,tap
CCP_138574098_SRC,Water system 441 – Water source / HP outlet,138574098,Water source critical control point,very_close,source
CCP_138574098_DST,Water system 441 – Distribution tap / outlet,138574098,Distribution point critical control point,close,tap
CCP_138574099_SRC,Water system 442 – Water source / HP outlet,138574099,Water source critical control point,medium,source
CCP_138574099_DST,Water system 442 – Distribution tap / outlet,138574099,Distribution point critical control point,far,tap
CCP_138574100_SRC,Water system 443 – Water source / HP outlet,138574100,Water source critical control point,unknown,source
CCP_138574100_DST,Water system 443 – Distribution tap / outlet,138574100,Distribution point critical control point,very_close,tap
CCP_138574101_SRC,Water system 444 – Water source / HP outlet,138574101,Water source critical control point,close,source
CCP_138574101_DST,Water system 444 – Distribution tap / outlet,138574101,Distribution point critical control point,medium,tap
CCP_138574102_SRC,Water system 445 – Water source / HP outlet,138574102,Water source critical control point,far,source
CCP_138574102_DST,Water system 445 – Distribution tap / outlet,138574102,Distribution point critical control point,unknown,tap
CCP_138574103_SRC,Water system 446 – Water source / HP outlet,138574103,Water source critical control point,very_close,source
CCP_138574103_DST,Water system 446 – Distribution tap / outlet,138574103,Distribution point critical control point,close,tap
CCP_138574104_SRC,Water system 447 – Water source / HP outlet,138574104,Water source critical control point,medium,source
CCP_138574104_DST,Water system 447 – Distribution tap / outlet,138574104,Distribution point critical control point,far,tap
CCP_138574105_SRC,Water system 448 – Water source / HP outlet,138574105,Water source critical control point,unknown,source
CCP_138574105_DST,Water system 448 – Distribution tap / outlet,138574105,Distribution point critical control point,very_close,tap
CCP_138574106_SRC,Water system 449 – Water source / HP outlet,138574106,Water source critical control point,close,source
CCP_138574106_DST,Water system 449 – Distribution tap / outlet,138574106,Distribution point critical control point,medium,tap
CCP_138574107_SRC,Water system 450 – Water source / HP outlet,138574107,Water source critical control point,far,source
CCP_138574107_DST,Water system 450 – Distribution tap / outlet,138574107,Distribution point critical control point,unknown,tap
CCP_138574108_SRC,Water system 451 – Water source / HP outlet,138574108,Water source critical control point,very_close,source
CCP_138574108_DST,Water system 451 – Distribution tap / outlet,138574108,Distribution point critical control point,close,tap
CCP_138574109_SRC,Water system 452 – Water source / HP outlet,138574109,Water source critical control point,medium,source
CCP_138574109_DST,Water system 452 – Distribution tap / outlet,138574109,Distribution point critical control point,far,tap
CCP_138574110_SRC,Water system 453 – Water source / HP outlet,138574110,Water source critical control point,unknown,source
CCP_138574110_DST,Water system 453 – Distribution tap / outlet,138574110,Distribution point critical control point,very_close,tap
CCP_138574111_SRC,Water system 454 – Water source / HP outlet,138574111,Water source critical control point,close,source
CCP_138574111_DST,Water system 454 – Distribution tap / outlet,138574111,Distribution point critical control point,medium,tap
CCP_138574112_SRC,Water system 455 – Water source / HP outlet,138574112,Water source critical control point,far,source
CCP_138574112_DST,Water system 455 – Distribution tap / outlet,138574112,Distribution point critical control point,unknown,tap
CCP_138574113_SRC,Water system 456 – Water source / HP outlet,138574113,Water source critical control point,very_close,source
CCP_138574113_DST,Water system 456 – Distribution tap / outlet,138574113,Distribution point critical control point,close,tap
CCP_138574114_SRC,Water system 457 – Water source / HP outlet,138574114,Water source critical control point,medium,source
CCP_138574114_DST,Water system 457 – Distribution tap / outlet,138574114,Distribution point critical control point,far,tap
CCP_138574115_SRC,Water system 458 – Water source / HP outlet,138574115,Water source critical control point,unknown,source
CCP_138574115_DST,Water system 458 – Distribution tap / outlet,138574115,Distribution point critical control point,very_close,tap
CCP_138574116_SRC,Water system 459 – Water source / HP outlet,138574116,Water source critical control point,close,source
CCP_138574116_DST,Water system 459 – Distribution tap / outlet,138574116,Distribution point critical control point,medium,tap
CCP_138574117_SRC,Water system 460 – Water source / HP outlet,138574117,Water source critical control point,far,source
CCP_138574117_DST,Water system 460 – Distribution tap / outlet,138574117,Distribution point critical control point,unknown,tap
CCP_138574118_SRC,Water system 461 – Water source / HP outlet,138574118,Water source critical control point,very_close,source
CCP_138574118_DST,Water system 461 – Distribution tap / outlet,138574118,Distribution point critical control point,close,tap
CCP_138574119_SRC,Water system 462 – Water source / HP outlet,138574119,Water source critical control point,medium,source
CCP_138574119_DST,Water system 462 – Distribution tap / outlet,138574119,Distribution point critical control point,far,tap
CCP_138574120_SRC,Water system 463 – Water source / HP outlet,138574120,Water source critical control point,unknown,source
CCP_138574120_DST,Water system 463 – Distribution tap / outlet,138574120,Distribution point critical control point,very_close,tap
CCP_138574121_SRC,Water system 464 – Water source / HP outlet,138574121,Water source critical control point,close,source
CCP_138574121_DST,Water system 464 – Distribution tap / outlet,138574121,Distribution point critical control point,medium,tap
CCP_138574122_SRC,Water system 465 – Water source / HP outlet,138574122,Water source critical control point,far,source
CCP_138574122_DST,Water system 465 – Distribution tap / outlet,138574122,Distribution point critical control point,unknown,tap
CCP_138574123_SRC,Water system 466 – Water source / HP outlet,138574123,Water source critical control point,very_close,source
CCP_138574123_DST,Water system 466 – Distribution tap / outlet,138574123,Distribution point critical control point,close,tap
CCP_138574124_SRC,Water system 467 – Water source / HP outlet,138574124,Water source critical control point,medium,source
CCP_138574124_DST,Water system 467 – Distribution tap / outlet,138574124,Distribution point critical control point,far,tap
CCP_138574125_SRC,Water system 468 – Water source / HP outlet,138574125,Water source critical control point,unknown,source
CCP_138574125_DST,Water system 468 – Distribution tap / outlet,138574125,Distribution point critical control point,very_close,tap
CCP_138574126_SRC,Water system 469 – Water source / HP outlet,138574126,Water source critical control point,close,source
CCP_138574126_DST,Water system 469 – Distribution tap / outlet,138574126,Distribution point critical control point,medium,tap
CCP_138574127_SRC,Water system 470 – Water source / HP outlet,138574127,Water source critical control point,far,source
CCP_138574127_DST,Water system 470 – Distribution tap / outlet,138574127,Distribution point critical control point,unknown,tap
CCP_138574128_SRC,Water system 471 – Water source / HP outlet,138574128,Water source critical control point,very_close,source
CCP_138574128_DST,Water system 471 – Distribution tap / outlet,138574128,Distribution point critical control point,close,tap
CCP_138574129_SRC,Water system 472 – Water source / HP outlet,138574129,Water source critical control point,medium,source
CCP_138574129_DST,Water system 472 – Distribution tap / outlet,138574129,Distribution point critical control point,far,tap
CCP_138574130_SRC,Water system 473 – Water source / HP outlet,138574130,Water source critical control point,unknown,source
CCP_138574130_DST,Water system 473 – Distribution tap / outlet,138574130,Distribution point critical control point,very_close,tap
CCP_138574131_SRC,Water system 474 – Water source / HP outlet,138574131,Water source critical control point,close,source
CCP_138574131_DST,Water system 474 – Distribution tap / outlet,138574131,Distribution point critical control point,medium,tap
CCP_138574132_SRC,Water system 475 – Water source / HP outlet,138574132,Water source critical control point,far,source
CCP_138574132_DST,Water system 475 – Distribution tap / outlet,138574132,Distribution point critical control point,unknown,tap
CCP_138574133_SRC,Water system 476 – Water source / HP outlet,138574133,Water source critical control point,very_close,source
CCP_138574133_DST,Water system 476 – Distribution tap / outlet,138574133,Distribution point critical control point,close,tap
CCP_138574134_SRC,Water system 477 – Water source / HP outlet,138574134,Water source critical control point,medium,source
CCP_138574134_DST,Water system 477 – Distribution tap / outlet,138574134,Distribution point critical control point,far,tap
CCP_138574135_SRC,Water system 478 – Water source / HP outlet,138574135,Water source critical control point,unknown,source
CCP_138574135_DST,Water system 478 – Distribution tap / outlet,138574135,Distribution point critical control point,very_close,tap
CCP_138574136_SRC,Water system 479 – Water source / HP outlet,138574136,Water source critical control point,close,source
CCP_138574136_DST,Water system 479 – Distribution tap / outlet,138574136,Distribution point critical control point,medium,tap
CCP_138574137_SRC,Water system 480 – Water source / HP outlet,138574137,Water source critical control point,far,source
CCP_138574137_DST,Water system 480 – Distribution tap / outlet,138574137,Distribution point critical control point,unknown,tap
CCP_138574138_SRC,Water system 481 – Water source / HP outlet,138574138,Water source critical control point,very_close,source
CCP_138574138_DST,Water system 481 – Distribution tap / outlet,138574138,Distribution point critical control point,close,tap
CCP_138574139_SRC,Water system 482 – Water source / HP outlet,138574139,Water source critical control point,medium,source
CCP_138574139_DST,Water system 482 – Distribution tap / outlet,138574139,Distribution point critical control point,far,tap
CCP_138574140_SRC,Water system 483 – Water source / HP outlet,138574140,Water source critical control point,unknown,source
CCP_138574140_DST,Water system 483 – Distribution tap / outlet,138574140,Distribution point critical control point,very_close,tap
CCP_138574141_SRC,Water system 484 – Water source / HP outlet,138574141,Water source critical control point,close,source
CCP_138574141_DST,Water system 484 – Distribution tap / outlet,138574141,Distribution point critical control point,medium,tap
CCP_138574142_SRC,Water system 485 – Water source / HP outlet,138574142,Water source critical control point,far,source
CCP_138574142_DST,Water system 485 – Distribution tap / outlet,138574142,Distribution point critical control point,unknown,tap
CCP_138574143_SRC,Water system 486 – Water source / HP outlet,138574143,Water source critical control point,very_close,source
CCP_138574143_DST,Water system 486 – Distribution tap / outlet,138574143,Distribution point critical control point,close,tap
CCP_138574144_SRC,Water system 487 – Water source / HP outlet,138574144,Water source critical control point,medium,source
CCP_138574144_DST,Water system 487 – Distribution tap / outlet,138574144,Distribution point critical control point,far,tap
CCP_138574145_SRC,Water system 488 – Water source / HP outlet,138574145,Water source critical control point,unknown,source
CCP_138574145_DST,Water system 488 – Distribution tap / outlet,138574145,Distribution point critical control point,very_close,tap
CCP_138574146_SRC,Water system 489 – Water source / HP outlet,138574146,Water source critical control point,close,source
CCP_138574146_DST,Water system 489 – Distribution tap / outlet,138574146,Distribution point critical control point,medium,tap
CCP_138574147_SRC,Water system 490 – Water source / HP outlet,138574147,Water source critical control point,far,source
CCP_138574147_DST,Water system 490 – Distribution tap / outlet,138574147,Distribution point critical control point,unknown,tap
CCP_138574148_SRC,Water system 491 – Water source / HP outlet,138574148,Water source critical control point,very_close,source
CCP_138574148_DST,Water system 491 – Distribution tap / outlet,138574148,Distribution point critical control point,close,tap
CCP_138574149_SRC,Water system 492 – Water source / HP outlet,138574149,Water source critical control point,medium,source
CCP_138574149_DST,Water system 492 – Distribution tap / outlet,138574149,Distribution point critical control point,far,tap
CCP_138574150_SRC,Water system 493 – Water source / HP outlet,138574150,Water source critical control point,unknown,source
CCP_138574150_DST,Water system 493 – Distribution tap / outlet,138574150,Distribution point critical control point,very_close,tap
CCP_138574151_SRC,Water system 494 – Water source / HP outlet,138574151,Water source critical control point,close,source
CCP_138574151_DST,Water system 494 – Distribution tap / outlet,138574151,Distribution point critical control point,medium,tap
CCP_138574152_SRC,Water system 495 – Water source / HP outlet,138574152,Water source critical control point,far,source
